2022-09-04 01:34:46 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h46m172ms).
2022-09-04 03:35:16 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h59m59s391ms).
2022-09-04 05:36:16 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h59m59s903ms).
2022-09-04 07:36:45 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h59m59s427ms).
2022-09-04 08:00:12 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=20m57s282ms).
2022-09-04 08:34:16 [SpringContextShutdownHook] INFO  o.s.s.c.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2022-09-04 08:34:16 [SpringContextShutdownHook] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2022-09-04 08:34:16 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2022-09-04 08:34:16 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2022-09-04 08:34:44 [main] INFO  o.j.s.SocialNetworkApplication - Starting SocialNetworkApplication on MBP-Anton with PID 63596 (/Users/anton/IdeaProjects/javapro_teams27_backend/target/classes started by anton in /Users/anton/IdeaProjects/javapro_teams27_backend)
2022-09-04 08:34:44 [main] INFO  o.j.s.SocialNetworkApplication - The following profiles are active: anton_m
2022-09-04 08:34:45 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
2022-09-04 08:34:46 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 32ms. Found 0 JDBC repository interfaces.
2022-09-04 08:34:47 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8086 (http)
2022-09-04 08:34:47 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8086"]
2022-09-04 08:34:47 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2022-09-04 08:34:47 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.46]
2022-09-04 08:34:47 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2022-09-04 08:34:47 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2249 ms
2022-09-04 08:34:47 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2022-09-04 08:34:47 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2022-09-04 08:34:48 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM public.databasechangeloglock
2022-09-04 08:34:48 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM public.databasechangeloglock
2022-09-04 08:34:48 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT LOCKED FROM public.databasechangeloglock WHERE ID=1
2022-09-04 08:34:48 [main] INFO  l.lockservice.StandardLockService - Successfully acquired change log lock
2022-09-04 08:34:48 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT MD5SUM FROM public.databasechangelog WHERE MD5SUM IS NOT NULL LIMIT 1
2022-09-04 08:34:48 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM public.databasechangelog
2022-09-04 08:34:48 [main] INFO  l.c.StandardChangeLogHistoryService - Reading from public.databasechangelog
2022-09-04 08:34:48 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT * FROM public.databasechangelog ORDER BY DATEEXECUTED ASC, ORDEREXECUTED ASC
2022-09-04 08:34:48 [main] INFO  l.lockservice.StandardLockService - Successfully released change log lock
2022-09-04 08:34:49 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2022-09-04 08:34:49 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html]
2022-09-04 08:34:49 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@63e54c66, org.springframework.security.web.context.SecurityContextPersistenceFilter@7a8e35d1, org.springframework.security.web.header.HeaderWriterFilter@786de0a3, org.springframework.web.filter.CorsFilter@5246453e, org.springframework.security.web.authentication.logout.LogoutFilter@26c494d7, org.javaproteam27.socialnetwork.security.jwt.JwtTokenFilter@e3b0369, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@e763080, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@54972f9a, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@299f9a81, org.springframework.security.web.session.SessionManagementFilter@22825762, org.springframework.security.web.access.ExceptionTranslationFilter@5562f297, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@684a34f4]
2022-09-04 08:34:49 [main] INFO  o.s.s.c.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2022-09-04 08:34:49 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8086"]
2022-09-04 08:34:49 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8086 (http) with context path ''
2022-09-04 08:34:49 [main] INFO  o.j.s.SocialNetworkApplication - Started SocialNetworkApplication in 5.566 seconds (JVM running for 6.878)
2022-09-04 08:35:10 [http-nio-8086-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-09-04 08:35:10 [http-nio-8086-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2022-09-04 08:35:10 [http-nio-8086-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 14 ms
2022-09-04 08:35:16 [http-nio-8086-exec-3] INFO  o.j.socialnetwork.aop.LoggerAspect - Request = path: [org.javaproteam27.socialnetwork.controller.LoginController], method: [login], arguments: [LoginRq(email=test@mail.ru, password=testtest)] 
2022-09-04 08:35:16 [http-nio-8086-exec-3] INFO  o.j.socialnetwork.aop.LoggerAspect - Response = path: [org.javaproteam27.socialnetwork.controller.LoginController], method: [login], return: [LoginRs(error=, timestamp=Sun Sep 04 08:35:16 MSK 2022, data=LoginDataRs(id=1, firstName=Test, lastName=Test, regDate=2011-05-16T15:36:38, birthDate=null, email=test@mail.ru, phone=+7(111)1111111, photo=null, about=)), cityRs=null, countryRs=null, messagesPermission=null, lastOnlineTime=null, isBlocked=false, token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ0ZXN0QG1haWwucnUiLCJpYXQiOjE2NjIyNjk3MTYsImV4cCI6MTY2MjI3MzMxNn0.tYlSKLJmQ_TfpyIqEYmtehDjS11Ig68BMcxO4Z27HMU))] 
2022-09-04 08:35:16 [http-nio-8086-exec-5] INFO  o.j.socialnetwork.aop.LoggerAspect - Request = path: [org.javaproteam27.socialnetwork.controller.UserController], method: [profileResponse], arguments: [eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ0ZXN0QG1haWwucnUiLCJpYXQiOjE2NjIyNjk3MTYsImV4cCI6MTY2MjI3MzMxNn0.tYlSKLJmQ_TfpyIqEYmtehDjS11Ig68BMcxO4Z27HMU] 
2022-09-04 08:35:16 [http-nio-8086-exec-5] INFO  o.j.socialnetwork.aop.LoggerAspect - Response = path: [org.javaproteam27.socialnetwork.controller.UserController], method: [profileResponse], return: [<200 OK OK,ResponseRs(error=string, timestamp=1662269716416, offset=0, perPage=20, data=org.javaproteam27.socialnetwork.model.dto.response.PersonRs@4cb846fe, errorDescription=null),[]>] 
2022-09-04 08:36:14 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=48s250ms).
